Journeyid,custid,productid,Visitdate,Stage,Action,Duration
2878,26,16,23-07-2025,ProductPage,View,260
2879,94,10,10-06-2024,Homepage,View,125
2880,80,16,04-02-2023,ProductPage,View,278
2881,32,5,09-06-2024,Homepage,View,117
2882,63,14,15-03-2023,Checkout,Drop-off,NULL
2883,20,19,03-10-2024,Homepage,Click,105
2884,85,9,26-04-2023,ProductPage,Click,78
2885,52,9,03-08-2023,productpage,Click,273
2886,71,4,13-03-2025,Checkout,Purchase,165
2887,84,15,29-10-2024,ProductPage,View,176
2888,71,14,10-03-2024,Checkout,Drop-off,NULL
2889,59,4,17-03-2023,Homepage,View,230
2890,28,10,31-01-2023,ProductPage,View,256
2891,99,19,22-11-2025,ProductPage,View,38
2892,35,1,27-09-2025,Checkout,Drop-off,NULL
2893,100,9,22-02-2023,homepage,View,278
2894,28,17,22-02-2023,Checkout,Drop-off,NULL
2895,78,5,01-05-2025,Homepage,View,72
2896,87,15,04-05-2023,Homepage,View,91
2897,75,13,14-02-2023,Homepage,View,242
2898,74,9,09-12-2023,Homepage,Click,212
2899,38,13,03-05-2023,ProductPage,Click,100
2900,28,10,19-01-2024,Homepage,Click,63
2901,53,8,08-08-2024,Checkout,Purchase,135
2902,86,1,07-04-2024,Homepage,View,45
2903,69,7,27-11-2023,ProductPage,View,149
2904,48,5,10-03-2023,Checkout,Drop-off,NULL
2905,18,1,12-03-2023,Checkout,Drop-off,NULL
2906,91,1,05-01-2023,Homepage,View,292
2907,59,11,15-06-2023,Homepage,View,255
2908,87,11,30-09-2024,Checkout,Drop-off,NULL
2909,28,3,21-09-2025,Homepage,View,290
2910,91,3,17-02-2024,ProductPage,View,100
2911,43,15,24-06-2023,Homepage,View,77
2912,64,19,08-03-2024,Checkout,Drop-off,NULL
2913,35,10,22-08-2023,Homepage,Click,89
2914,79,1,28-03-2025,Homepage,View,33
2915,75,15,24-01-2023,Checkout,Drop-off,NULL
2916,42,6,01-12-2023,ProductPage,View,241
2917,93,2,11-10-2023,Checkout,Drop-off,NULL
2918,44,4,14-02-2023,Homepage,View,289
2919,50,20,16-10-2023,homepage,Click,273
2920,83,17,15-08-2025,Homepage,View,281
2921,55,4,28-12-2023,ProductPage,View,37
2922,62,11,26-06-2025,ProductPage,View,130
2923,28,15,11-09-2023,ProductPage,View,186
2924,51,3,02-08-2025,Homepage,Click,185
2925,24,8,12-11-2023,productpage,Click,244
2926,57,18,20-01-2024,ProductPage,Click,124
2927,81,12,28-12-2024,Homepage,Click,289
2928,52,15,21-07-2024,Homepage,View,262
2929,30,8,21-05-2025,homepage,Click,14
2930,37,4,06-12-2023,ProductPage,Click,177
2931,22,7,26-11-2025,ProductPage,Click,209
2932,22,19,04-10-2024,Homepage,Click,181
2933,79,2,21-06-2025,Checkout,Purchase,131
2934,40,11,31-07-2024,productpage,View,145
2935,99,3,05-04-2023,Homepage,Click,82
2936,68,18,23-06-2025,ProductPage,Drop-off,NULL
2937,89,4,30-09-2023,Homepage,Click,131
2938,24,18,12-06-2024,Checkout,Purchase,255
2939,6,9,20-01-2024,ProductPage,View,249
2940,77,1,06-08-2023,Homepage,Click,201
2941,69,5,21-05-2024,Homepage,Click,230
2942,74,7,19-03-2023,Checkout,Purchase,296
2943,72,16,06-10-2023,Homepage,View,264
2944,87,8,10-02-2025,Homepage,Click,79
2945,50,17,29-12-2024,ProductPage,Click,144
2946,43,7,22-03-2024,ProductPage,Click,228
2947,68,10,02-11-2023,Homepage,View,43
2948,47,7,16-02-2024,Homepage,Click,149
2949,55,11,22-01-2023,checkout,Purchase,194
2950,28,8,16-09-2023,Homepage,Click,278
2951,54,11,07-05-2024,ProductPage,Click,101
2952,77,19,10-08-2023,Homepage,View,110
2953,69,8,14-11-2023,Checkout,Drop-off,NULL
2954,54,15,17-04-2023,Checkout,Drop-off,NULL
2955,10,3,11-05-2023,Homepage,Click,267
2956,77,18,11-11-2025,Homepage,View,263
2957,83,2,03-04-2025,Homepage,View,214
2958,24,4,12-09-2024,Homepage,View,234
2959,98,9,26-01-2023,Checkout,Drop-off,NULL
2960,50,17,29-09-2025,Checkout,Drop-off,NULL
2961,2,1,07-03-2024,Checkout,Drop-off,NULL
2962,9,20,26-12-2024,Checkout,Drop-off,NULL
2963,35,8,06-02-2025,Homepage,Click,58
2964,50,8,15-11-2025,Homepage,View,116
2965,84,10,27-05-2024,Homepage,View,90
2966,84,11,22-06-2025,Checkout,Drop-off,NULL
2967,81,2,20-04-2023,ProductPage,View,120
2968,51,9,02-05-2023,ProductPage,View,209
2969,17,9,23-10-2025,ProductPage,View,295
2970,90,11,29-08-2024,Homepage,Click,36
2971,10,19,05-05-2024,Homepage,View,138
2972,87,12,16-04-2025,ProductPage,View,68
2973,26,15,25-10-2024,ProductPage,View,239
2974,35,19,11-05-2024,ProductPage,View,211
2975,88,11,14-03-2023,Homepage,View,102
2976,52,13,07-11-2025,Homepage,View,41
2977,8,13,09-06-2024,Homepage,Click,284
2978,37,16,31-07-2024,Homepage,Click,279
2979,71,18,02-11-2024,ProductPage,Click,30
2980,76,5,09-03-2024,Homepage,Click,191
2981,10,14,10-04-2024,ProductPage,Click,284
2982,92,16,06-02-2023,checkout,Purchase,86
2983,82,20,27-12-2023,Homepage,Click,209
2984,8,19,25-12-2025,Checkout,Purchase,283
2985,51,14,21-04-2024,Homepage,View,69
2986,77,8,27-10-2024,ProductPage,View,284
2987,71,15,23-06-2024,Homepage,Click,182
2988,46,6,17-05-2023,Checkout,Purchase,43
2989,17,9,14-06-2025,Checkout,Drop-off,NULL
2990,15,12,21-08-2024,Checkout,Drop-off,NULL
2991,22,19,19-01-2025,Homepage,View,193
2992,63,8,29-09-2023,Homepage,View,136
2993,75,16,22-01-2023,ProductPage,View,186
2994,22,8,03-12-2024,Homepage,View,72
2995,9,7,12-11-2025,Homepage,View,83
2996,40,15,12-04-2025,Homepage,View,150
2997,56,18,30-06-2023,Homepage,View,54
2998,60,16,28-06-2023,Homepage,Click,68
2999,63,19,04-12-2023,checkout,Purchase,21
3000,2,12,25-03-2025,Homepage,View,68
3001,78,3,17-07-2025,Homepage,View,66
3002,3,8,21-03-2024,Homepage,View,288
3003,19,16,01-01-2023,ProductPage,View,293
3004,61,18,19-11-2025,Homepage,View,70
3005,30,16,09-04-2025,Homepage,View,150
3006,66,10,02-07-2023,Checkout,Drop-off,NULL
3007,63,17,06-04-2023,ProductPage,View,236
3008,46,17,24-07-2025,Homepage,View,129
3009,58,11,04-09-2024,Homepage,View,73
3010,91,17,22-01-2023,ProductPage,View,228
3011,34,19,21-12-2024,Checkout,Drop-off,NULL
3012,55,5,12-12-2023,Checkout,Drop-off,NULL
3013,60,20,09-04-2025,Checkout,Drop-off,NULL
3014,56,9,16-05-2023,productpage,View,246
3015,83,15,28-02-2025,Homepage,View,64
3016,43,2,07-04-2025,ProductPage,View,279
3017,88,20,29-12-2025,Checkout,Drop-off,NULL
3018,78,13,20-11-2023,ProductPage,View,23
3019,92,6,24-02-2024,ProductPage,View,163
3020,5,15,19-04-2023,Homepage,View,164
3021,19,12,24-04-2025,ProductPage,View,266
3022,68,18,31-01-2025,Homepage,View,120
3023,62,2,06-04-2023,Homepage,Click,20
3024,67,14,24-11-2023,Homepage,Click,242
3025,92,5,30-08-2023,Homepage,View,244
3026,51,20,11-11-2025,ProductPage,View,243
3027,93,19,28-02-2023,Checkout,Drop-off,NULL
3028,52,9,25-03-2023,ProductPage,View,192
3029,88,16,21-10-2025,Homepage,Click,139
3030,32,7,12-07-2025,Homepage,View,203
3031,10,19,23-07-2023,Homepage,View,190
3032,60,3,10-09-2024,Homepage,Click,247
3033,5,6,07-06-2024,ProductPage,Click,31
3034,78,5,15-08-2024,Homepage,Click,277
3035,7,7,15-04-2023,homepage,View,130
3036,32,20,19-03-2023,ProductPage,View,109
3037,8,14,21-08-2024,Checkout,Drop-off,NULL
3038,11,18,03-06-2023,ProductPage,View,157
3039,15,13,13-06-2024,Homepage,Click,98
3040,97,12,31-03-2023,Checkout,Purchase,207
3041,48,13,26-10-2024,ProductPage,View,194
3042,33,15,27-12-2025,Homepage,Click,149
3043,55,3,17-05-2025,ProductPage,Click,247
3044,88,5,07-03-2023,Checkout,Purchase,219
3045,31,15,28-06-2023,homepage,View,72
3046,99,12,16-01-2024,ProductPage,View,262
3047,10,9,11-11-2024,Homepage,Click,227
3048,53,13,25-09-2023,ProductPage,Click,136
3049,49,15,17-04-2023,Checkout,Purchase,283
3050,84,14,10-09-2025,ProductPage,View,206
3051,94,10,09-04-2024,Homepage,Click,147
3052,25,10,09-12-2025,ProductPage,Click,252
3053,33,4,05-10-2023,Homepage,View,34
3054,74,14,25-10-2023,Homepage,View,159
3055,100,4,29-12-2023,ProductPage,View,157
3056,82,5,31-07-2025,Homepage,Click,162
3057,60,1,14-12-2024,Homepage,Click,278
3058,37,20,06-03-2025,ProductPage,Click,44
3059,45,9,15-05-2025,ProductPage,Click,275
3060,22,6,21-06-2023,Checkout,Purchase,105
3061,77,13,19-08-2023,Homepage,View,211
3062,20,16,24-07-2023,Checkout,Drop-off,NULL
3063,58,6,12-01-2024,Homepage,View,56
3064,73,15,05-10-2024,Checkout,Drop-off,NULL
3065,10,5,17-09-2025,Homepage,View,261
3066,63,15,30-12-2025,Homepage,View,144
3067,50,10,15-03-2025,Homepage,View,21
3068,13,12,22-06-2025,Homepage,View,143
3069,92,12,26-07-2025,Homepage,View,145
3070,84,12,22-04-2025,productpage,View,290
3071,16,4,25-09-2023,ProductPage,View,214
3072,73,13,18-01-2023,Checkout,Drop-off,NULL
3073,50,5,31-05-2023,ProductPage,View,216
3074,82,4,04-05-2025,ProductPage,View,214
3075,12,8,03-07-2023,ProductPage,View,287
3076,52,14,17-07-2025,Homepage,Click,152
3077,1,1,18-03-2024,Homepage,View,66
3078,53,10,03-10-2023,Checkout,Drop-off,NULL
3079,45,14,26-01-2023,Homepage,Click,29
3080,3,1,08-01-2023,homepage,View,66
3081,5,2,20-03-2023,Homepage,Click,237
3082,23,1,23-10-2025,Homepage,View,40
3083,44,19,11-05-2023,Checkout,Drop-off,NULL
3084,67,12,05-02-2024,Homepage,View,69
3085,37,5,22-10-2024,ProductPage,View,80
3086,47,1,14-04-2024,Homepage,Click,167
3087,90,11,02-05-2023,Homepage,View,62
3088,24,20,21-06-2025,Homepage,Click,20
3089,62,14,23-07-2023,Homepage,View,263
3090,85,3,19-12-2023,Checkout,Drop-off,NULL
3091,10,7,27-11-2023,Homepage,View,196
3092,98,10,27-10-2023,Homepage,View,203
3093,81,6,04-12-2024,Homepage,View,258
3094,69,12,22-11-2024,ProductPage,View,101
3095,40,8,17-07-2025,Checkout,Drop-off,NULL
3096,24,10,19-12-2025,Checkout,Drop-off,NULL
3097,38,18,19-07-2023,ProductPage,View,138
3098,29,19,03-09-2024,Homepage,View,240
3099,80,15,07-12-2024,ProductPage,View,167
3100,83,14,02-04-2025,Homepage,View,112
3101,21,2,16-05-2024,Homepage,View,236
3102,99,15,20-06-2024,Homepage,Click,222
3103,23,20,21-07-2025,ProductPage,Drop-off,NULL
3104,2,20,05-04-2023,Homepage,View,21
3105,84,12,10-09-2023,homepage,View,209
3106,50,2,24-07-2025,Homepage,Click,258
3107,39,4,29-05-2025,ProductPage,Click,232
3108,4,16,05-11-2024,Homepage,View,132
3109,66,18,22-08-2025,ProductPage,View,208
3110,31,8,01-10-2024,Homepage,Click,286
3111,38,7,10-08-2024,homepage,View,177
3112,85,13,26-04-2023,ProductPage,View,237
3113,93,1,01-04-2025,ProductPage,View,36
3114,100,20,10-10-2024,ProductPage,View,149
3115,89,2,04-04-2025,ProductPage,View,11
3116,32,4,21-05-2023,Checkout,Drop-off,NULL
3117,40,16,04-01-2023,Homepage,Click,183
3118,7,1,11-11-2025,Checkout,Purchase,73
3119,90,16,13-12-2023,Homepage,Click,43
3120,80,8,09-11-2023,Homepage,View,122
3121,42,3,19-01-2023,ProductPage,View,83
3122,93,19,04-09-2024,Checkout,Drop-off,NULL
3123,77,4,10-03-2025,Homepage,View,104
3124,70,20,23-02-2023,Homepage,View,189
3125,64,19,04-12-2025,Checkout,Drop-off,NULL
3126,3,5,16-06-2023,ProductPage,View,132
3127,94,20,27-01-2024,Homepage,Click,39
3128,90,20,07-08-2025,Homepage,Click,205
3129,14,15,25-08-2023,ProductPage,Click,192
3130,12,1,05-02-2023,ProductPage,Drop-off,NULL
3131,65,20,04-04-2023,Checkout,Drop-off,NULL
3132,34,2,22-11-2023,Homepage,Click,45
3133,71,11,18-12-2025,Homepage,Click,265
3134,20,4,03-12-2023,Homepage,Click,91
3135,50,15,30-01-2023,Checkout,Purchase,235
3136,39,15,10-12-2023,Homepage,View,228
3137,39,6,14-02-2023,Homepage,View,67
3138,59,6,28-04-2024,ProductPage,View,59
3139,71,13,27-08-2023,Checkout,Drop-off,NULL
3140,11,20,28-01-2024,Homepage,View,157
3141,2,10,27-12-2024,ProductPage,View,218
3142,97,2,13-02-2023,Homepage,Click,234
3143,38,20,23-03-2025,ProductPage,Click,180
3144,79,11,08-03-2024,Checkout,Purchase,108
3145,53,13,15-05-2023,ProductPage,View,50
3146,83,20,29-09-2023,Homepage,Click,37
3147,14,7,11-11-2024,productpage,Click,125
3148,88,12,21-07-2025,Homepage,Click,63
3149,70,15,21-06-2025,Checkout,Purchase,258
3150,41,1,23-10-2025,Homepage,View,167
3151,79,3,22-06-2024,Homepage,Click,257
3152,86,12,06-09-2025,Homepage,Click,82
3153,43,4,03-05-2023,Homepage,View,176
3154,49,13,25-12-2024,ProductPage,View,121
3155,66,18,12-03-2025,Homepage,View,121
3156,88,8,15-06-2023,ProductPage,View,135
3157,74,10,16-10-2025,Checkout,Drop-off,NULL
3158,23,10,25-04-2025,Checkout,Drop-off,NULL
3159,84,4,08-11-2023,Homepage,View,34
3160,71,15,27-04-2024,Homepage,View,56
3161,78,11,15-02-2025,ProductPage,View,184
3162,92,17,04-07-2025,ProductPage,View,249
3163,11,14,05-12-2024,Checkout,Drop-off,NULL
3164,95,15,14-03-2023,Homepage,View,247
3165,84,14,27-09-2025,Homepage,View,80
3166,45,9,26-07-2024,Homepage,Click,266
3167,62,8,06-10-2024,Homepage,Click,89
3168,84,5,08-08-2025,ProductPage,Click,32
3169,76,15,06-04-2025,Homepage,Click,237
3170,49,3,06-01-2023,Checkout,Purchase,227
3171,37,4,23-04-2025,Homepage,View,124
3172,48,3,21-05-2025,Checkout,Drop-off,NULL
3173,58,5,21-06-2024,Checkout,Drop-off,NULL
3174,1,15,01-05-2023,Homepage,View,239
3175,91,17,30-01-2023,Homepage,Click,198
3176,41,10,03-10-2023,Homepage,View,203
3177,100,19,06-09-2023,ProductPage,View,194
3178,53,15,11-05-2024,ProductPage,View,16
3179,100,12,10-05-2024,Checkout,Drop-off,NULL
3180,78,5,21-09-2023,ProductPage,View,106
3181,97,10,23-01-2023,Homepage,Click,256
3182,48,5,02-12-2023,Homepage,Click,270
3183,14,5,09-08-2025,ProductPage,Click,176
3184,34,19,15-08-2025,Homepage,Click,260
3185,80,8,09-10-2023,ProductPage,Click,291
3186,63,4,12-05-2025,Homepage,Click,180
3187,48,17,03-05-2023,Homepage,Click,153
3188,100,15,26-05-2025,ProductPage,Click,23
3189,43,5,02-05-2024,Homepage,View,253
3190,46,5,24-09-2024,Checkout,Drop-off,NULL
3191,22,16,30-04-2025,Homepage,Click,193
3192,57,19,28-07-2025,Homepage,Click,276
3193,92,16,01-04-2024,Checkout,Purchase,38
3194,93,20,07-01-2024,ProductPage,View,223
3195,86,19,05-08-2024,ProductPage,View,167
3196,28,19,02-09-2025,Homepage,View,124
3197,82,17,09-03-2023,ProductPage,View,233
3198,63,16,30-07-2023,Checkout,Drop-off,NULL
3199,99,4,09-12-2024,Homepage,View,39
3200,69,11,23-07-2024,Homepage,View,123
3201,73,10,23-07-2024,Homepage,View,116
3202,5,6,08-12-2023,ProductPage,View,246
3203,24,9,05-07-2024,Homepage,View,68
3204,64,4,30-06-2025,Homepage,View,54
3205,98,7,12-09-2023,ProductPage,View,145
3206,95,17,03-04-2024,Homepage,View,198
3207,68,9,30-04-2025,ProductPage,View,60
3208,9,12,18-11-2024,Homepage,View,29
3209,27,17,23-11-2024,Checkout,Drop-off,NULL
3210,61,7,03-01-2023,Homepage,View,193
3211,70,14,11-05-2025,Checkout,Drop-off,NULL
3212,100,1,28-02-2025,ProductPage,View,277
3213,23,1,13-04-2025,Homepage,View,250
3214,89,1,07-03-2023,Checkout,Drop-off,NULL
3215,74,14,16-10-2025,ProductPage,View,21
3216,41,17,29-11-2024,ProductPage,View,274
3217,92,2,03-02-2024,Homepage,View,223
3218,97,10,10-12-2024,Homepage,Click,171
3219,12,9,15-08-2024,Homepage,View,169
3220,73,12,02-03-2025,Homepage,Click,69
3221,96,4,12-06-2025,Homepage,Click,59
3222,24,13,25-04-2023,ProductPage,Click,116
3223,57,1,20-01-2023,ProductPage,Drop-off,NULL
3224,65,13,12-05-2025,Homepage,View,188
3225,80,13,06-08-2023,productpage,View,138
3226,79,15,27-04-2023,Checkout,Drop-off,NULL
3227,70,9,10-11-2023,productpage,View,144
3228,63,4,15-09-2023,Checkout,Drop-off,NULL
3229,21,8,26-11-2024,Homepage,Click,197
3230,24,8,27-03-2025,Checkout,Purchase,26
3231,48,2,09-11-2024,Homepage,Click,202
3232,84,9,28-10-2023,Homepage,View,125
3233,69,20,19-12-2023,Homepage,View,277
3234,15,2,21-06-2023,ProductPage,View,13
3235,28,5,21-11-2023,Homepage,View,186
3236,59,4,12-02-2025,ProductPage,View,157
3237,92,12,27-01-2023,ProductPage,View,17
3238,89,18,25-12-2024,Checkout,Drop-off,NULL
3239,91,4,20-01-2025,Homepage,Click,255
3240,25,15,02-08-2023,Checkout,Purchase,109
3241,69,20,11-03-2023,Homepage,View,296
3242,22,8,22-03-2023,ProductPage,View,26
3243,81,6,16-10-2024,ProductPage,View,88
3244,28,10,12-04-2025,ProductPage,View,240
3245,20,3,25-07-2024,Checkout,Drop-off,NULL
3246,58,17,11-03-2025,Homepage,Click,79
3247,27,18,14-12-2023,Checkout,Purchase,222
3248,60,1,01-05-2024,Homepage,View,154
3249,85,10,02-06-2024,ProductPage,View,233
3250,6,20,17-12-2024,Homepage,View,75
3251,11,8,27-11-2025,ProductPage,View,52
3252,85,16,18-04-2024,Checkout,Drop-off,NULL
3253,90,2,30-03-2023,Homepage,Click,11
3254,95,12,06-07-2024,Checkout,Purchase,144
3255,47,10,06-02-2023,Homepage,Click,17
3256,8,8,08-05-2024,Homepage,View,55
3257,22,14,08-08-2025,Checkout,Drop-off,NULL
3258,90,12,11-02-2024,Homepage,View,10
3259,49,12,17-09-2024,ProductPage,View,249
3260,17,12,27-08-2023,ProductPage,View,198
3261,89,7,19-02-2024,Checkout,Drop-off,NULL
3262,80,17,02-03-2023,Homepage,Click,295
3263,98,12,20-04-2024,ProductPage,Click,69
3264,74,4,24-10-2023,Checkout,Purchase,79
3265,11,5,02-05-2025,Homepage,View,160
3266,56,18,01-09-2025,productpage,View,105
3267,5,15,15-09-2024,ProductPage,View,35
3268,99,18,17-03-2023,Checkout,Drop-off,NULL
3269,48,8,18-03-2025,Homepage,View,254
3270,4,2,02-07-2024,ProductPage,View,217
3271,61,19,15-05-2023,Homepage,Click,263
3272,32,19,28-05-2023,Checkout,Purchase,120
3273,21,14,31-03-2024,Homepage,View,259
3274,90,20,08-07-2023,ProductPage,View,106
3275,78,13,21-11-2023,Homepage,View,22
3276,42,1,27-12-2023,Homepage,View,133
3277,34,18,17-06-2024,Homepage,View,196
3278,97,14,25-10-2024,ProductPage,View,64
3279,14,15,31-10-2023,Homepage,Click,43
3280,94,17,29-01-2025,Checkout,Purchase,271
3281,64,9,30-11-2024,ProductPage,View,71
3282,43,16,01-01-2025,ProductPage,View,183
3283,68,18,04-05-2024,ProductPage,View,56
3284,36,19,09-05-2023,ProductPage,View,64
3285,25,3,02-12-2025,Homepage,View,244
3286,57,2,06-11-2023,ProductPage,View,174
3287,96,9,14-01-2024,Homepage,Click,277
3288,74,7,07-07-2024,ProductPage,Click,201
3289,50,9,06-01-2023,ProductPage,Click,203
3290,99,3,14-06-2024,Checkout,Purchase,78
3291,14,15,21-11-2023,Checkout,Drop-off,NULL
3292,42,17,18-04-2023,Homepage,Click,141
3293,31,4,20-06-2024,ProductPage,Click,167
3294,34,10,25-04-2025,Checkout,Purchase,27
3295,59,4,31-08-2025,ProductPage,View,29
3296,82,14,16-11-2023,Checkout,Drop-off,NULL
3297,96,11,26-08-2023,ProductPage,View,278
3298,79,5,04-07-2023,ProductPage,View,118
3299,85,2,29-01-2025,Homepage,View,169
3300,57,13,17-06-2023,Homepage,View,78
3301,41,9,07-08-2025,Homepage,View,151
3302,69,4,30-11-2023,Checkout,Drop-off,NULL
3303,78,12,21-03-2023,Homepage,Click,113
3304,67,19,26-11-2025,Homepage,Click,24
3305,98,14,20-05-2025,ProductPage,Click,13
3306,99,19,14-11-2023,ProductPage,Click,109
3307,29,13,17-07-2024,Homepage,View,77
3308,25,3,04-02-2024,ProductPage,View,171
3309,85,2,27-05-2023,Homepage,View,31
3310,74,12,31-08-2023,Homepage,Click,60
3311,75,8,19-06-2024,Homepage,View,134
3312,1,2,03-03-2023,ProductPage,View,40
3313,46,14,16-04-2025,Homepage,View,174
3314,9,9,28-01-2024,Homepage,View,172
3315,21,4,08-10-2023,Homepage,Click,73
3316,17,1,05-06-2025,ProductPage,Click,20
3317,20,20,20-12-2023,Checkout,Drop-off,NULL
3318,78,9,13-07-2024,Homepage,View,217
3319,48,15,19-09-2025,ProductPage,View,180
3320,31,5,30-09-2023,Checkout,Drop-off,NULL
3321,17,19,21-04-2024,Homepage,View,89
3322,41,3,28-04-2025,Checkout,Drop-off,NULL
3323,56,19,04-04-2023,Homepage,View,86
3324,3,6,06-03-2025,Homepage,View,212
3325,40,13,21-06-2025,ProductPage,View,80
3326,36,11,23-04-2025,ProductPage,View,282
3327,78,12,30-03-2023,ProductPage,View,283
3328,29,3,20-12-2024,ProductPage,View,84
3329,21,16,04-03-2023,Homepage,View,255
3330,16,5,13-03-2023,Checkout,Drop-off,NULL
3331,7,4,08-07-2023,Homepage,View,30
3332,93,16,01-02-2023,ProductPage,View,158
3333,18,10,02-08-2024,ProductPage,View,227
3334,56,3,11-08-2025,Homepage,View,57
3335,75,12,03-05-2024,Homepage,Click,107
3336,85,9,04-09-2025,ProductPage,Click,251
3337,38,3,04-11-2025,ProductPage,Click,147
3338,87,12,24-07-2023,Checkout,Purchase,242
3339,36,5,15-02-2025,ProductPage,View,100
3340,32,7,18-05-2025,ProductPage,View,122
3341,84,1,15-04-2025,Checkout,Drop-off,NULL
3342,23,16,18-01-2024,Homepage,Click,93
3343,95,14,20-01-2023,Homepage,View,189
3344,1,5,20-07-2023,Checkout,Drop-off,NULL
3345,70,5,25-05-2025,Checkout,Drop-off,NULL
3346,57,11,17-08-2023,Homepage,Click,140
3347,58,4,29-12-2025,Homepage,View,199
3348,80,19,02-11-2024,Homepage,View,290
3349,26,20,31-05-2024,Checkout,Drop-off,NULL
3350,23,3,29-01-2024,Homepage,Click,18
3351,60,7,14-04-2023,Homepage,Click,104
3352,55,6,19-02-2025,Checkout,Purchase,257
3353,77,5,18-07-2024,Homepage,View,283
3354,100,13,22-10-2025,Homepage,View,101
3355,58,10,22-12-2023,ProductPage,View,258
3356,49,19,09-07-2023,ProductPage,View,273
3357,36,18,29-05-2025,ProductPage,View,126
3358,71,15,11-09-2025,ProductPage,View,282
3359,12,8,23-01-2024,Checkout,Drop-off,NULL
3360,71,8,05-03-2024,Checkout,Drop-off,NULL
3361,83,10,09-12-2025,ProductPage,View,271
3362,41,7,31-01-2024,Homepage,Click,88
3363,7,13,24-06-2024,Homepage,Click,156
3364,24,12,07-11-2023,Checkout,Purchase,210
3365,10,10,11-02-2023,Checkout,Drop-off,NULL
3366,77,3,11-03-2025,Homepage,View,147
3367,100,12,19-10-2023,Homepage,View,131
3368,49,18,17-09-2024,ProductPage,View,70
3369,54,12,06-01-2024,ProductPage,View,31
3370,48,7,23-03-2023,Checkout,Drop-off,NULL
3371,87,2,13-03-2024,Homepage,Click,70
3372,83,4,18-09-2024,Homepage,View,67
3373,79,17,05-04-2025,Checkout,Drop-off,NULL
3374,86,13,17-07-2024,Checkout,Drop-off,NULL
3375,54,10,27-05-2025,ProductPage,View,249
3376,57,11,06-09-2024,Checkout,Drop-off,NULL
3377,95,16,08-01-2025,Homepage,Click,197
3378,91,20,02-08-2024,Homepage,Click,232
3379,56,15,27-07-2025,Homepage,View,26
3380,97,18,01-01-2025,ProductPage,View,68
3381,66,2,23-12-2024,Homepage,View,137
3382,28,8,24-09-2025,Homepage,View,197
3383,4,19,14-06-2023,Checkout,Drop-off,NULL
3384,18,9,01-01-2025,ProductPage,View,299
3385,71,6,06-05-2024,Homepage,View,286
3386,19,16,14-05-2024,ProductPage,View,228
3387,6,11,06-07-2025,Checkout,Drop-off,NULL
3388,1,1,28-06-2024,Homepage,Click,18
3389,66,12,10-10-2024,Homepage,View,14
3390,73,8,29-09-2025,ProductPage,View,295
3391,80,15,22-11-2024,Checkout,Drop-off,NULL
3392,33,14,07-06-2025,Homepage,View,123
3393,16,3,28-04-2023,ProductPage,View,216
3394,70,8,24-07-2025,ProductPage,View,161
3395,44,17,30-06-2025,Homepage,Click,245
3396,81,9,02-01-2023,ProductPage,Click,93
3397,49,17,23-05-2024,Checkout,Purchase,67
3398,86,7,26-05-2024,Homepage,View,60
3399,70,3,03-07-2023,Checkout,Drop-off,NULL
3400,18,9,31-07-2025,Checkout,Drop-off,NULL
3401,10,16,27-02-2023,Homepage,Click,33
3402,5,20,30-12-2025,Homepage,View,248
3403,6,4,25-07-2023,ProductPage,View,46
3404,81,3,29-09-2024,Checkout,Drop-off,NULL
3405,88,19,06-12-2023,Homepage,View,205
3406,86,6,27-09-2024,ProductPage,View,296
3407,96,1,11-07-2023,ProductPage,View,116
3408,67,12,10-06-2025,Homepage,Click,279
3409,23,13,15-07-2025,Homepage,Click,65
3410,20,5,04-02-2023,ProductPage,Click,198
3411,36,4,20-06-2023,ProductPage,Click,109
3412,72,2,24-05-2023,Homepage,Click,226
3413,51,5,27-08-2024,Homepage,View,296
3414,58,15,03-08-2024,ProductPage,View,71
3415,57,1,26-03-2025,Homepage,Click,214
3416,48,6,24-08-2024,Homepage,Click,215
3417,34,20,03-04-2023,ProductPage,Click,59
3418,79,8,16-04-2024,ProductPage,Click,111
3419,25,3,01-01-2023,Homepage,Click,260
3420,25,4,21-10-2024,Homepage,View,102
3421,76,11,12-05-2023,Checkout,Drop-off,NULL
3422,43,5,01-07-2025,ProductPage,View,232
3423,48,2,28-09-2023,Homepage,View,149
3424,48,14,03-05-2025,Homepage,View,123
3425,41,13,18-07-2024,ProductPage,View,37
3426,32,1,20-05-2023,Homepage,Click,35
3427,24,18,29-07-2023,ProductPage,Click,283
3428,30,16,07-11-2024,Homepage,View,63
3429,76,7,21-12-2025,Checkout,Drop-off,NULL
3430,24,19,13-04-2025,Checkout,Drop-off,NULL
3431,39,16,24-12-2023,Homepage,Click,217
3432,16,17,03-02-2023,Homepage,Click,122
3433,41,8,02-10-2023,Homepage,Click,212
3434,96,14,19-02-2025,Checkout,Purchase,104
3435,84,12,04-06-2025,Checkout,Drop-off,NULL
3436,24,4,12-03-2024,Checkout,Drop-off,NULL
3437,43,9,16-07-2024,Homepage,View,210
3438,47,19,28-06-2024,ProductPage,View,105
3439,30,11,18-04-2023,Checkout,Drop-off,NULL
3440,73,7,22-01-2023,Homepage,View,34
3441,18,4,17-12-2024,productpage,View,108
3442,47,11,30-11-2025,ProductPage,View,244
3443,62,5,08-11-2025,Homepage,Click,46
